"Processor_Number","Vertical_Segment","nb_of_Cores","nb_of_Threads","Max_nb_of_Memory_Channels","PCI_Express_Revision","Max_nb_of_PCI_Express_Lanes","Price_USD","Launch_Year","Lithography_nm","Base_Frequency_GHz","Turbo_Frequency_GHz","Cache_MB","TDP_W","Max_Memory_GB","Memory_Bandwidth_GBs"
"i7-4702MQ","Mobile",4,8,2,3,16,378,2013,22,2.2,3.2,6,37,32,25.6
"i7-4702HQ","Mobile",4,8,2,3,16,378,2013,22,2.2,3.2,6,37,32,25.6
"i7-4702EC","Embedded",4,8,2,3,16,459,2014,22,2,2,8,27,32,25.6
"i7-4700HQ","Mobile",4,8,2,3,16,378,2013,22,2.4,3.4,6,47,32,25.6
"i7-4700MQ","Mobile",4,8,2,3,16,378,2013,22,2.4,3.4,6,47,32,25.6
"i7-4700EQ","Embedded",4,8,2,3,16,378,2013,22,2.4,3.4,6,47,32,25.6
"i7-4700EC","Embedded",4,8,2,3,16,459,2014,22,2.7,2.7,8,43,32,25.6
"i7-4870HQ","Mobile",4,8,2,3,16,434,2014,22,2.5,3.7,6,47,32,25.6
"i7-4860HQ","Mobile",4,8,2,3,16,434,2014,22,2.4,3.6,6,47,32,25.6
"i7-4850HQ","Mobile",4,8,2,3,16,434,2013,22,2.3,3.5,6,47,32,25.6
"i7-4810MQ","Mobile",4,8,2,3,16,378,2014,22,2.8,3.8,6,47,32,25.6
"i7-4800MQ","Mobile",4,8,2,3,16,380,2013,22,2.7,3.7,6,47,32,25.6
"i7-4980HQ","Mobile",4,8,2,3,16,623,2014,22,2.8,4,6,47,32,25.6
"i7-4960HQ","Mobile",4,8,2,3,16,623,2013,22,2.6,3.8,6,47,32,25.6
"i7-4950HQ","Mobile",4,8,2,3,16,623,2013,22,2.4,3.6,6,47,32,25.6
"i7-4910MQ","Mobile",4,8,2,3,16,378,2014,22,2.9,3.9,8,47,32,25.6
"i7-4900MQ","Mobile",4,8,2,3,16,570,2013,22,2.8,3.8,8,47,32,25.6
"i5-4288U","Mobile",2,4,2,2,12,315,2013,22,2.6,3.1,3,28,16,25.6
"i5-4278U","Mobile",2,4,2,2,12,315,2014,22,2.6,3.1,3,28,16,25.6
"i5-4260U","Mobile",2,4,2,2,12,315,2014,22,1.4,2.7,3,15,16,25.6
"i5-4258U","Mobile",2,4,2,2,12,315,2013,22,2.4,2.9,3,28,16,25.6
"i5-4250U","Mobile",2,4,2,2,12,315,2013,22,1.3,2.6,3,15,16,25.6
"i5-4220Y","Mobile",2,4,2,2,12,281,2014,22,1.6,2,3,11.5,16,25.6
"i5-4210Y","Mobile",2,4,2,2,12,281,2013,22,1.5,1.9,3,11.5,16,25.6
"i5-4210U","Mobile",2,4,2,2,12,281,2014,22,1.7,2.7,3,15,16,25.6
"i5-4210M","Mobile",2,4,2,3,16,225,2014,22,2.6,3.2,3,37,32,25.6
"i5-4210H","Mobile",2,4,2,3,16,225,2014,22,2.9,3.5,3,47,32,25.6
"i5-4202Y","Mobile",2,4,2,2,12,281,2013,22,1.6,2,3,11.5,16,25.6
"i5-4200Y","Mobile",2,4,2,2,12,281,2013,22,1.4,1.9,3,11.5,16,25.6
"i5-4200U","Mobile",2,4,2,2,12,281,2013,22,1.6,2.6,3,15,16,25.6
"i5-4200M","Mobile",2,4,2,3,16,225,2013,22,2.5,3.1,3,37,32,25.6
"i5-4360U","Mobile",2,4,2,2,12,275,2014,22,1.5,3,3,15,16,25.6
"i5-4200H","Mobile",2,4,2,3,16,225,2013,22,2.8,3.4,3,47,32,25.6
"i5-4350U","Mobile",2,4,2,2,12,315,2013,22,1.4,2.9,3,15,16,25.6
"i5-4340M","Mobile",2,4,2,3,16,266,2014,22,2.9,3.6,3,37,32,25.6
"i5-4330M","Mobile",2,4,2,3,16,266,2013,22,2.8,3.5,3,37,32,25.6
"i5-4310U","Mobile",2,4,2,2,12,281,2014,22,2,3,3,15,16,25.6
"i5-4310M","Mobile",2,4,2,3,16,275,2014,22,2.7,3.4,3,37,32,25.6
"i5-4308U","Mobile",2,4,2,2,12,315,2014,22,2.8,3.3,3,28,16,25.6
"i5-4302Y","Mobile",2,4,2,2,12,275,2013,22,1.6,2.3,3,11.5,16,25.6
"i5-4300Y","Mobile",2,4,2,2,12,281,2013,22,1.6,2.3,3,11.5,16,25.6
"i5-4300U","Mobile",2,4,2,2,12,281,2013,22,1.9,2.9,3,15,16,25.6
"i5-4300M","Mobile",2,4,2,3,16,275,2013,22,2.6,3.3,3,37,32,25.6
"i5-4430","Desktop",4,4,2,3,16,222.5,2013,22,3,3.2,6,84,32,25.6
"i5-4440","Desktop",4,4,2,3,16,222.5,2013,22,3.1,3.3,6,84,32,25.6
"i5-4440S","Desktop",4,4,2,3,16,222.5,2013,22,2.8,3.3,6,65,32,25.6
"i5-4430S","Desktop",4,4,2,3,16,182,2013,22,2.7,3.2,6,65,32,25.6
"i5-4460","Desktop",4,4,2,3,16,222.5,2014,22,3.2,3.4,6,84,32,25.6
"i5-4460S","Desktop",4,4,2,3,16,182,2014,22,2.9,3.4,6,65,32,25.6
"i5-4460T","Desktop",4,4,2,3,16,182,2014,22,1.9,2.7,6,35,32,25.6
"i5-4400E","Embedded",2,4,2,3,16,266,2013,22,2.7,3.3,3,37,16,25.6
"i5-4402E","Embedded",2,4,2,3,16,266,2013,22,1.6,2.7,3,25,16,25.6
"i5-4402EC","Embedded",2,4,2,3,16,324,2014,22,2.5,2.5,4,27,32,25.6
"i5-4410E","Embedded",2,4,2,3,16,266,2014,22,2.9,2.9,3,37,16,25.6
"i5-4422E","Embedded",2,4,2,3,16,266,2014,22,1.8,2.9,3,25,16,25.6
"i5-4590T","Desktop",4,4,2,3,16,192,2014,22,2,3,6,35,32,25.6
"i5-4590S","Desktop",4,4,2,3,16,222.5,2014,22,3,3.7,6,65,32,25.6
"i5-4590","Desktop",4,4,2,3,16,222.5,2014,22,3.3,3.7,6,84,32,25.6
"i5-4570TE","Embedded",2,4,2,3,16,192,2013,22,2.7,3.3,4,35,32,25.6
"i5-4570T","Desktop",2,4,2,3,16,75,2013,22,2.9,3.6,4,35,32,25.6
"i5-4570S","Desktop",4,4,2,3,16,222.5,2013,22,2.9,3.6,6,65,32,25.6
"i5-4570R","Desktop",4,4,2,3,16,255,2013,22,2.7,3.2,4,65,32,25.6
"i5-4570","Desktop",4,4,2,3,16,222.5,2013,22,3.2,3.6,6,84,32,25.6
"i5-4690T","Desktop",4,4,2,3,16,213,2014,22,2.5,3.5,6,45,32,25.6
"i5-4690S","Desktop",4,4,2,3,16,222.5,2014,22,3.2,3.9,6,65,32,25.6
"i5-4690K","Desktop",4,4,2,3,16,222.5,2014,22,3.5,3.9,6,88,32,25.6
"i5-4690","Desktop",4,4,2,3,16,222.5,2014,22,3.5,3.9,6,84,32,25.6
"i5-4670T","Desktop",4,4,2,3,16,213,2013,22,2.3,3.3,6,45,32,25.6
"i5-4670R","Desktop",4,4,2,3,16,276,2013,22,3,3.7,4,65,32,25.6
"i5-4670S","Desktop",4,4,2,3,16,213,2013,22,3.1,3.8,6,65,32,25.6
"i5-4670K","Desktop",4,4,2,3,16,222.5,2013,22,3.4,3.8,6,84,32,25.6
"SU3500","Mobile",1,1,2,3,12,64,2009,45,1.3,1.3,3,5.5,16,21
"T1250","Mobile",1,1,2,3,12,64,2007,65,1.73,1.73,2,31,16,25.6
"T1300","Mobile",1,1,2,3,12,64,2007,65,1.66,1.66,2,27,16,25.6
"T1350","Mobile",1,1,2,3,12,64,2007,65,1.86,1.86,2,31,16,25.6
"T1400","Mobile",1,1,2,3,12,64,2007,65,1.83,1.83,2,27,16,25.6
"U1300","Mobile",1,1,2,3,12,64,2007,65,1.06,1.06,2,6,16,25.6
"U1400","Mobile",1,1,2,3,12,64,2007,65,1.2,1.2,2,6,16,25.6
"U1500","Mobile",1,1,2,3,12,64,2007,65,1.33,1.33,2,5.5,16,25.6
"U2100","Mobile",1,1,2,3,12,64,2007,65,1.06,1.06,1,5.5,16,25.6
"U2200","Mobile",1,1,2,3,12,64,2007,65,1.2,1.2,1,5.5,16,25.6
"SU3500","Mobile",1,1,2,3,12,64,2009,45,1.4,1.4,3,5.5,16,21
"SU3300","Mobile",1,1,2,3,12,64,2008,45,1.2,1.2,3,5.5,16,25.6
"U2400","Mobile",2,2,2,3,12,275,2007,65,1.06,1.06,2,9,16,25.6
"U2500","Mobile",2,2,2,3,12,275,2006,65,1.2,1.2,2,9,16,25.6
"U7500","Mobile",2,2,2,3,12,275,2006,65,1.06,1.06,2,10,16,25.6
"U7500","Mobile",2,2,2,3,12,275,2006,65,1.06,1.06,2,10,16,25.6
"U7600","Mobile",2,2,2,3,12,275,2007,65,1.2,1.2,2,10,16,25.6
"U7600","Mobile",2,2,2,3,12,275,2007,65,1.2,1.2,2,10,16,25.6
"U7700","Mobile",2,2,2,3,12,275,2008,65,1.33,1.33,2,10,16,25.6
"T2050","Mobile",2,2,2,3,12,275,2007,65,1.6,1.6,2,31,16,25.6
"T2250","Mobile",2,2,2,3,12,275,2007,65,1.73,1.73,2,31,16,25.6
"T2300","Mobile",2,2,2,3,12,275,2007,65,1.66,1.66,2,31,16,25.6
"T2300E","Mobile",2,2,2,3,12,275,2007,65,1.66,1.66,2,31,16,25.6
"T2350","Mobile",2,2,2,3,12,275,2007,65,1.86,1.86,2,31,16,25.6
"T2400","Mobile",2,2,2,3,12,275,2007,65,1.83,1.83,2,31,16,25.6
"T2450","Mobile",2,2,2,3,12,275,2007,65,2,2,2,31,16,25.6
"T2500","Mobile",2,2,2,3,12,275,2006,65,2,2,2,31,16,25.6
"T2600","Mobile",2,2,2,3,12,275,2007,65,2.16,2.16,2,31,16,25.6
"T5200","Mobile",2,2,2,3,12,275,2007,65,1.6,1.6,2,34,16,25.6
"T2700","Mobile",2,2,2,3,12,275,2007,65,2.33,2.33,2,31,16,25.6
"T5250","Mobile",2,2,2,3,12,275,2007,65,1.5,1.5,2,35,16,25.6
"T5270","Mobile",2,2,2,3,12,275,2007,65,1.4,1.4,2,35,16,25.6
"T5300","Mobile",2,2,2,3,12,275,2007,65,1.73,1.73,2,34,16,25.6
"T5450","Mobile",2,2,2,3,12,275,2007,65,1.66,1.66,2,35,16,25.6
"T5470","Mobile",2,2,2,3,12,275,2007,65,1.6,1.6,2,35,16,25.6
"T5500","Mobile",2,2,2,3,12,275,2007,65,1.66,1.66,2,34,16,25.6
"T5550","Mobile",2,2,2,3,12,275,2007,65,1.83,1.83,2,35,16,25.6
"T5600","Mobile",2,2,2,3,12,275,2007,65,1.83,1.83,2,34,16,25.6
"T5670","Mobile",2,2,2,3,12,275,2008,65,1.8,1.8,2,35,16,25.6
"T5750","Mobile",2,2,2,3,12,275,2008,65,2,2,2,35,16,25.6
"T5800","Mobile",2,2,2,3,12,275,2008,65,2,2,2,35,16,25.6
"T5870","Mobile",2,2,2,3,12,275,2007,65,2,2,2,35,16,25.6
"T6400","Mobile",2,2,2,3,12,275,2009,45,2,2,2,35,16,21
"T6500","Mobile",2,2,2,3,12,275,2009,45,2.1,2.1,2,35,16,21
"T6600","Mobile",2,2,2,3,12,275,2009,45,2.2,2.2,2,35,16,21
"T6670","Mobile",2,2,2,3,12,275,2009,45,2.2,2.2,2,35,16,21
"i3-4030U","Mobile",2,4,2,2,12,281,2014,22,1.9,1.9,3,15,16,25.6
"i3-4025U","Mobile",2,4,2,2,10,275,2014,22,1.9,1.9,3,15,16,25.6
"i3-4020Y","Mobile",2,4,2,2,12,281,2013,22,1.5,1.5,3,11.5,16,25.6
"i3-4012Y","Mobile",2,4,2,2,12,281,2013,22,1.5,1.5,3,11.5,16,25.6
"i3-4010Y","Mobile",2,4,2,2,12,281,2013,22,1.3,1.3,3,11.5,16,25.6
"i3-4010U","Mobile",2,4,2,2,12,281,2013,22,1.7,1.7,3,15,16,25.6
"i3-4005U","Mobile",2,4,2,2,10,275,2013,22,1.7,1.7,3,15,16,25.6
"i3-4000M","Mobile",2,4,2,2,16,225,2013,22,2.4,2.4,3,37,32,25.6
"i3-4130","Desktop",2,4,2,3,16,117,2013,22,3.4,3.4,3,54,32,25.6
"T7100","Mobile",2,2,2,3,12,275,2007,65,1.8,1.8,2,35,16,25.6
"i3-4130T","Desktop",2,4,2,3,16,117,2013,22,2.9,2.9,3,35,32,25.6
"T7200","Mobile",2,2,2,3,12,275,2007,65,2,2,4,34,16,25.6
"T7250","Mobile",2,2,2,3,12,275,2007,65,2,2,2,35,16,25.6
"T7300","Mobile",2,2,2,3,12,275,2007,65,2,2,4,35,16,25.6
"T7400","Mobile",2,2,2,3,12,213,2006,65,2.16,2.16,4,34,16,25.6
"T7500","Mobile",2,2,2,3,12,275,2006,65,2.2,2.2,4,35,16,25.6
"T7600","Mobile",2,2,2,3,12,275,2007,65,2.33,2.33,4,34,16,25.6
"T7700","Mobile",2,2,2,3,12,275,2007,65,2.4,2.4,4,35,16,25.6
"T8100","Mobile",2,2,2,3,12,275,2008,45,2.1,2.1,3,35,16,25.6
"T8300","Mobile",2,2,2,3,12,275,2008,45,2.4,2.4,3,35,16,25.6
"T7800","Mobile",2,2,2,3,12,275,2007,65,2.6,2.6,4,35,16,25.6
"T9300","Mobile",2,2,2,3,12,275,2008,45,2.5,2.5,6,35,16,25.6
"T9400","Mobile",2,2,2,3,12,275,2008,45,2.53,2.53,6,35,16,25.6
"T9500","Mobile",2,2,2,3,12,275,2008,45,2.6,2.6,6,35,16,25.6
"T9550","Mobile",2,2,2,3,12,275,2008,45,2.66,2.66,6,35,16,25.6
"T9600","Mobile",2,2,2,3,12,275,2008,45,2.8,2.8,6,35,16,25.6
"T9800","Mobile",2,2,2,3,12,275,2008,45,2.93,2.93,6,35,16,25.6
"T9900","Mobile",2,2,2,3,12,275,2009,45,3.06,3.06,6,35,16,21
"SU9300","Mobile",2,2,2,3,12,245,2008,45,1.2,1.2,3,10,16,25.6
"SU9400","Mobile",2,2,2,3,12,275,2008,45,1.4,1.4,3,10,16,25.6
"SU9600","Mobile",2,2,2,3,12,275,2009,45,1.6,1.6,3,10,16,21
"SP9300","Mobile",2,2,2,3,12,247,2008,45,2.26,2.26,6,25,16,25.6
"SP9400","Mobile",2,2,2,3,12,275,2008,45,2.4,2.4,6,25,16,25.6
"SP9600","Mobile",2,2,2,3,12,275,2009,45,2.53,2.53,6,25,16,21
"i3-4150","Desktop",2,4,2,3,16,117,2014,22,3.5,3.5,3,54,32,25.6
"i3-4150T","Desktop",2,4,2,3,16,117,2014,22,3,3,3,35,32,25.6
"i3-4160","Desktop",2,4,2,3,16,117,2014,22,3.6,3.6,3,54,32,25.6
"i3-4160T","Desktop",2,4,2,3,16,117,2014,22,3.1,3.1,3,35,32,25.6
"i3-4170","Desktop",2,4,2,3,16,117,2015,22,3.7,3.7,3,54,32,25.6
"i3-4170T","Desktop",2,4,2,3,16,117,2015,22,3.2,3.2,3,35,32,25.6
"i3-4158U","Mobile",2,4,2,2,12,315,2013,22,2,2,3,28,16,25.6
"i3-4120U","Mobile",2,4,2,2,12,281,2014,22,2,2,3,15,16,25.6
"i3-4112E","Embedded",2,4,2,3,16,225,2014,22,1.8,1.8,3,25,32,25.6
"i3-4110M","Mobile",2,4,2,2,16,225,2014,22,2.6,2.6,3,37,32,25.6
"i3-4110E","Embedded",2,4,2,3,16,225,2014,22,2.6,2.6,3,37,32,25.6
"i3-4102E","Embedded",2,4,2,3,16,225,2013,22,1.6,1.6,3,25,16,25.6
"i3-4100M","Mobile",2,4,2,2,16,225,2013,22,2.5,2.5,3,37,32,25.6
"i3-4100U","Mobile",2,4,2,2,12,281,2013,22,1.8,1.8,3,15,16,25.6
"i3-4100E","Embedded",2,4,2,3,16,225,2013,22,2.4,2.4,3,37,16,25.6
"i3-4370T","Desktop",2,4,2,3,16,138,2015,22,3.3,3.3,4,35,32,25.6
"i3-4370","Desktop",2,4,2,3,16,75,2014,22,3.8,3.8,4,54,32,25.6
"i3-4360T","Desktop",2,4,2,3,16,138,2014,22,3.2,3.2,4,35,32,25.6
"i3-4360","Desktop",2,4,2,3,16,75,2014,22,3.7,3.7,4,54,32,25.6
"i3-4350T","Desktop",2,4,2,3,16,138,2014,22,3.1,3.1,4,35,32,25.6
"i3-4350","Desktop",2,4,2,3,16,75,2014,22,3.6,3.6,4,54,32,25.6
"i3-4340","Desktop",2,4,2,3,16,75,2013,22,3.6,3.6,4,54,32,25.6
"i3-4330TE","Embedded",2,4,2,3,16,122,2013,22,2.4,2.4,4,35,32,25.6
"i3-4340TE","Embedded",2,4,2,3,16,138,2014,22,2.6,2.6,4,35,32,25.6
"i3-4330T","Desktop",2,4,2,3,16,138,2013,22,3,3,4,35,32,25.6
"SL9380","Mobile",2,2,2,3,12,247,2008,45,1.8,1.8,6,17,16,25.6
"SL9400","Mobile",2,2,2,3,12,247,2008,45,1.86,1.86,6,17,16,25.6
"SL9600","Mobile",2,2,2,3,12,275,2009,45,2.13,2.13,6,17,16,21
"SL9300","Mobile",2,2,2,3,12,275,2008,45,1.6,1.6,6,17,16,25.6
"P7350","Mobile",2,2,2,3,12,275,2008,45,2,2,3,25,16,25.6
"P7370","Mobile",2,2,2,3,12,275,2008,45,2,2,3,25,16,25.6
"P7450","Mobile",2,2,2,3,12,275,2009,45,2.13,2.13,3,25,16,21
"P7550","Mobile",2,2,2,3,12,275,2009,45,2.26,2.26,3,25,16,21
"P7570","Mobile",2,2,2,3,12,275,2009,45,2.26,2.26,3,25,16,21
"P8400","Mobile",2,2,2,3,12,275,2008,45,2.26,2.26,3,25,16,25.6
"P8600","Mobile",2,2,2,3,12,211,2008,45,2.4,2.4,3,25,16,25.6
"P8700","Mobile",2,2,2,3,12,275,2008,45,2.53,2.53,3,25,16,25.6
"P8800","Mobile",2,2,2,3,12,253,2009,45,2.66,2.66,3,25,16,21
"P9500","Mobile",2,2,2,3,12,364,2008,45,2.53,2.53,6,25,16,25.6
"P9600","Mobile",2,2,2,3,12,275,2008,45,2.66,2.66,6,25,16,25.6
"P9700","Mobile",2,2,2,3,12,275,2009,45,2.8,2.8,6,28,16,21
"L2500","Mobile",2,2,2,3,12,275,2007,65,1.83,1.83,2,15,16,25.6
"L2300","Mobile",2,2,2,3,12,275,2007,65,1.5,1.5,2,15,16,25.6
"L2400","Mobile",2,2,2,3,12,275,2006,65,1.66,1.66,2,15,16,25.6
"L7200","Mobile",2,2,2,3,12,275,2007,65,1.33,1.33,4,17,16,25.6
"L7300","Mobile",2,2,2,3,12,275,2007,65,1.4,1.4,4,17,16,25.6
"L7400","Mobile",2,2,2,3,12,275,2006,65,1.5,1.5,4,17,16,25.6
"L7500","Mobile",2,2,2,3,12,275,2006,65,1.6,1.6,4,17,16,25.6
"L7700","Mobile",2,2,2,3,12,275,2007,65,1.8,1.8,4,17,16,25.6
"E4300","Desktop",2,2,2,3,16,75,2006,65,1.8,1.8,2,65,32,25.6
"i3-4330","Desktop",2,4,2,3,16,75,2013,22,3.5,3.5,4,54,32,25.6
"E4400","Desktop",2,2,2,3,16,75,2007,65,2,2,2,65,32,25.6
"E4500","Desktop",2,2,2,3,16,75,2007,65,2.2,2.2,2,65,32,25.6
"E4600","Desktop",2,2,2,3,16,75,2007,65,2.4,2.4,2,65,32,25.6
"E4700","Desktop",2,2,2,3,16,75,2008,65,2.6,2.6,2,65,32,25.6
"E6300","Desktop",2,2,2,3,16,75,2006,65,1.86,1.86,2,65,32,25.6
"E6400","Desktop",2,2,2,3,16,75,2006,65,2.13,2.13,2,65,32,25.6
"E6320","Desktop",2,2,2,3,16,75,2007,65,1.86,1.86,4,65,32,25.6
"E6420","Desktop",2,2,2,3,16,75,2007,65,2.13,2.13,4,65,32,25.6
"E6540","Desktop",2,2,2,3,16,75,2007,65,2.33,2.33,4,65,32,25.6
"E6550","Desktop",2,2,2,3,16,75,2007,65,2.33,2.33,4,65,32,25.6
"E6600","Desktop",2,2,2,3,16,75,2006,65,2.4,2.4,4,65,32,25.6
"E6700","Desktop",2,2,2,3,16,75,2006,65,2.66,2.66,4,65,32,25.6
"E6750","Desktop",2,2,2,3,16,75,2007,65,2.66,2.66,4,65,32,25.6
"E6850","Desktop",2,2,2,3,16,75,2007,65,3,3,4,65,32,25.6
"E7200","Desktop",2,2,2,3,16,75,2008,45,2.53,2.53,3,65,32,25.6
"E7300","Desktop",2,2,2,3,16,117,2008,45,2.66,2.66,3,65,32,25.6
"E7400","Desktop",2,2,2,3,16,75,2008,45,2.8,2.8,3,65,32,25.6
"E7500","Desktop",2,2,2,3,16,125,2009,45,2.93,2.93,3,65,32,23.3
"E7600","Desktop",2,2,2,3,16,147,2009,45,3.06,3.06,3,65,32,23.3
"E8190","Desktop",2,2,2,3,16,75,2008,45,2.66,2.66,6,65,32,25.6
"E8200","Desktop",2,2,2,3,16,75,2008,45,2.66,2.66,6,65,32,25.6
"E8300","Desktop",2,2,2,3,16,75,2008,45,2.83,2.83,6,65,32,25.6
"E8400","Desktop",2,2,2,3,16,75,2008,45,3,3,6,65,32,25.6
"E8500","Desktop",2,2,2,3,16,200,2008,45,3.16,3.16,6,65,32,25.6
"E8600","Desktop",2,2,2,3,16,285,2008,45,3.33,3.33,6,65,32,25.6
"Q6600","Desktop",4,4,2,3,16,222.5,2007,65,2.4,2.4,8,105,32,25.6
"Q6700","Desktop",4,4,2,3,16,222.5,2007,65,2.66,2.66,8,105,32,25.6
"Q8200","Desktop",4,4,2,3,16,179,2008,45,2.33,2.33,4,95,32,25.6
"Q8200S","Desktop",4,4,2,3,16,232,2009,45,2.33,2.33,4,65,32,23.3
"Q8300","Desktop",4,4,2,3,16,179,2008,45,2.5,2.5,4,95,32,25.6
"Q8400","Desktop",4,4,2,3,16,179,2009,45,2.66,2.66,4,95,32,23.3
"Q8400S","Desktop",4,4,2,3,16,232,2009,45,2.66,2.66,4,65,32,23.3
"Q9000","Mobile",4,4,2,3,12,364,2009,45,2,2,6,45,16,21
"Q9100","Mobile",4,4,2,3,12,378,2008,45,2.26,2.26,12,45,16,25.6
"Q9300","Desktop",4,4,2,3,16,200,2008,45,2.5,2.5,6,95,32,25.6
"Q9400","Desktop",4,4,2,3,16,222.5,2008,45,2.66,2.66,6,95,32,25.6
"Q9400S","Desktop",4,4,2,3,16,254,2009,45,2.66,2.66,6,65,32,23.3
"Q9450","Desktop",4,4,2,3,16,222.5,2008,45,2.66,2.66,12,95,32,25.6
"Q9500","Desktop",4,4,2,3,16,222.5,2009,45,2.83,2.83,6,95,32,23.3
"Q9505","Desktop",4,4,2,3,16,234,2009,45,2.83,2.83,6,95,32,23.3
"Q9505S","Desktop",4,4,2,3,16,222.5,2009,45,2.83,2.83,6,65,32,23.3
"Q9550","Desktop",4,4,2,3,16,287,2008,45,2.83,2.83,12,95,32,25.6
"Q9550S","Desktop",4,4,2,3,16,340,2009,45,2.83,2.83,12,65,32,23.3
"Q9650","Desktop",4,4,2,3,16,339,2008,45,3,3,12,95,32,25.6
"i3-330E","Mobile",2,4,2,2,16,138,2010,32,2.13,2.13,3,35,8.79,17.1
"i3-330M","Mobile",2,4,2,2,16,177,2010,32,2.13,2.13,3,35,8,17.1
"i3-330UM","Mobile",2,4,2,2,16,275,2010,32,1.2,1.2,3,18,8,12.8
"i3-350M","Mobile",2,4,2,2,16,275,2010,32,2.26,2.26,3,35,8,17.1
"i3-370M","Mobile",2,4,2,2,16,275,2010,32,2.4,2.4,3,35,8,17.1
"i3-380M","Mobile",2,4,2,2,16,275,2010,32,2.53,2.53,3,35,8,17.1
"i3-380UM","Mobile",2,4,2,2,16,275,2010,32,1.33,1.33,3,18,8,12.8
"i3-530","Desktop",2,4,2,2,16,117,2010,32,2.93,2.93,4,73,16.38,21
"i3-540","Desktop",2,4,2,2,16,75,2010,32,3.06,3.06,4,73,16.38,21
"i3-550","Desktop",2,4,2,2,16,117,2010,32,3.2,3.2,4,73,16.38,21
"i5-430M","Mobile",2,4,2,2,16,275,2010,32,2.26,2.53,3,35,8,17.1
"i5-430UM","Mobile",2,4,2,2,16,275,2010,32,1.2,1.73,3,18,8,12.8
"i5-450M","Mobile",2,4,2,2,16,275,2010,32,2.4,2.66,3,35,8,17.1
"i5-460M","Mobile",2,4,2,2,16,275,2010,32,2.53,2.8,3,35,8,17.1
"i5-470UM","Mobile",2,4,2,2,16,275,2010,32,1.33,1.86,3,18,8,12.8
"i5-520E","Embedded",2,4,2,2,1,210,2010,32,2.4,2.93,3,35,8.79,17.1
"i5-520M","Mobile",2,4,2,2,16,275,2010,32,2.4,2.93,3,35,8.3,17.1
"i5-520UM","Mobile",2,4,2,2,16,275,2010,32,1.07,1.87,3,18,8,12.8
"i5-540M","Mobile",2,4,2,2,16,269,2010,32,2.53,3.07,3,35,8,17.1
"i5-540UM","Mobile",2,4,2,2,16,275,2010,32,1.2,2,3,18,8,12.8
"i5-560M","Mobile",2,4,2,2,16,275,2010,32,2.66,3.2,3,35,8,17.1
"i5-560UM","Mobile",2,4,2,2,16,275,2010,32,1.33,2.13,3,18,8,12.8
"i5-580M","Mobile",2,4,2,2,16,275,2010,32,2.66,3.33,3,35,8,17.1
"i5-650","Desktop",2,4,2,2,16,177,2010,32,3.2,3.46,4,73,16.38,21
"i5-655K","Desktop",2,4,2,2,16,177,2010,32,3.2,3.46,4,73,16.38,21
"i5-660","Desktop",2,4,2,2,16,75,2010,32,3.33,3.6,4,73,16.38,21
"i5-661","Desktop",2,4,2,2,16,177,2010,32,3.33,3.6,4,87,16.38,21
"i5-670","Desktop",2,4,2,2,16,305,2010,32,3.46,3.73,4,73,16.6,21
"i5-750","Desktop",4,4,2,2,16,222.5,2009,45,2.66,3.2,8,95,16,21
"i5-750S","Desktop",4,4,2,2,16,279,2010,45,2.4,3.2,8,82,16,21
"i5-760","Desktop",4,4,2,2,16,213,2010,45,2.8,3.33,8,95,16,21
"i7-620LE","Embedded",2,4,2,2,1,247,2010,32,2,2.8,4,25,8.79,17.1
"i7-620LM","Mobile",2,4,2,2,16,275,2010,32,2,2.8,4,25,8,17.1
"i7-620M","Mobile",2,4,2,2,16,250,2010,32,2.66,3.33,4,35,8,17.1
"i7-620UE","Embedded",2,4,2,2,1,248,2010,32,1.06,2.13,4,18,8.79,12.8
"i7-620UM","Mobile",2,4,2,2,16,275,2010,32,1.06,2.13,4,18,8,12.8
"i7-640LM","Mobile",2,4,2,2,16,275,2010,32,2.13,2.93,4,25,8,17.1
"i7-640M","Mobile",2,4,2,2,16,275,2010,32,2.8,3.46,4,35,8,17.1
"i7-640UM","Mobile",2,4,2,2,16,275,2010,32,1.2,2.27,4,18,8,12.8
"i7-660LM","Mobile",2,4,2,2,16,275,2010,32,2.26,3.06,4,25,8,17.1
"i7-660UE","Mobile",2,4,2,2,16,248,2010,32,1.33,2.4,4,18,8.79,12.8
"i7-660UM","Mobile",2,4,2,2,16,275,2010,32,1.33,2.4,4,18,8,12.8
"i7-680UM","Mobile",2,4,2,2,16,275,2010,32,1.46,2.53,4,18,8,12.8
"i7-740QM","Mobile",4,8,2,2,16,380,2010,45,1.73,2.93,6,45,8,21
"i7-840QM","Mobile",4,8,2,2,16,570,2010,45,1.86,3.2,8,45,8,21
"i7-860S","Desktop",4,8,2,2,16,362,2010,45,2.53,3.46,8,82,16,21
"i7-870","Desktop",4,8,2,2,16,305,2009,45,2.93,3.6,8,95,16,21
"i7-870S","Desktop",4,8,2,2,16,222.5,2010,45,2.66,3.6,8,82,16,21
"i7-875K","Desktop",4,8,2,2,16,353,2010,45,2.93,3.6,8,95,16,21
"i7-880","Desktop",4,8,2,2,16,222.5,2010,45,3.06,3.73,8,95,16,21
"i7-930","Desktop",4,8,3,3,16,305,2010,45,2.8,3.06,8,130,24,25.6
"i7-940","Desktop",4,8,3,3,16,555,2008,45,2.93,3.2,8,130,24,25.6
